日期,买卖信号,Q25预测,Q75预测,Q25真实,Q75真实
1970-01-01 00:00:00.000012613,0,98.0,102.0,98.0,102.0
1970-01-01 00:00:00.000012614,[0.04294408],97.99986084272305,101.9998551628342,97.99986084272305,101.9998551628342
1970-01-01 00:00:00.000012615,[0.04294408],97.99982372388469,101.99981652894122,97.99982372388469,101.99981652894122
1970-01-01 00:00:00.000012616,[0.04294408],97.99930837539873,101.99928014582318,97.99930837539873,101.99928014582318
1970-01-01 00:00:00.000012617,[0.04294408],97.99944390700615,101.99942120933294,97.99944390700615,101.99942120933294
1970-01-01 00:00:00.000012618,[0.04294408],98.00136300509654,102.00141863795763,98.00136300509654,102.00141863795763
1970-01-01 00:00:00.000012619,[0.04294408],98.0017881885865,102.00186117587576,98.0017881885865,102.00186117587576
1970-01-01 00:00:00.000012620,[0.04294408],98.00341282710751,102.00355212617312,98.00341282710751,102.00355212617312
1970-01-01 00:00:00.000012621,[0.04294408],98.00298314079748,102.00310490164637,98.00298314079748,102.00310490164637
1970-01-01 00:00:00.000012622,[0.04294408],98.00543079148913,102.00565245644786,98.00543079148913,102.00565245644786
1970-01-01 00:00:00.000012623,[0.04294408],98.00587896090181,102.00611891848965,98.00587896090181,102.00611891848965
1970-01-01 00:00:00.000012624,[0.04294408],98.00637412285622,102.00663429113607,98.00637412285622,102.00663429113607
1970-01-01 00:00:00.000012625,[0.04294408],98.00743372022345,102.00773713737541,98.00743372022345,102.00773713737541
1970-01-01 00:00:00.000012626,[0.04294408],98.00965356202556,102.01004758496538,98.00965356202556,102.01004758496538
1970-01-01 00:00:00.000012627,[0.04294408],98.01083834560454,102.01128072705778,98.01083834560454,102.01128072705778
1970-01-01 00:00:00.000012628,[0.04294408],98.00993366727165,102.01033912307865,98.00993366727165,102.01033912307865
1970-01-01 00:00:00.000012629,[0.04294408],98.00865665192636,102.00900998465805,98.00865665192636,102.00900998465805
