日期,买卖信号,Q25预测,Q75预测,Q25真实,Q75真实
2009-01-02,0,22.491000747680662,23.409000778198244,22.491000747680662,23.409000778198244
2009-01-05,0,22.265599327087397,23.17439929962158,22.265599327087397,23.17439929962158
2009-01-06,0,21.9078995513916,22.802099533081055,21.9078995513916,22.802099533081055
2009-01-07,0,22.015700149536134,22.914300155639648,22.015700149536134,22.914300155639648
2009-01-08,0,22.16760082244873,23.072400856018067,22.16760082244873,23.072400856018067
2009-01-09,0,21.853999252319337,22.745999221801757,21.853999252319337,22.745999221801757
2009-01-12,0,21.4276997756958,22.30229976654053,21.4276997756958,22.30229976654053
2009-01-13,0,21.569800224304203,22.450200233459476,21.569800224304203,22.450200233459476
2009-01-14,0,20.883799476623533,21.736199455261232,20.883799476623533,21.736199455261232
2009-01-15,0,21.246400299072267,22.113600311279296,21.246400299072267,22.113600311279296
2009-01-16,0,21.481600074768068,22.358400077819823,21.481600074768068,22.358400077819823
2009-01-20,0,21.011200523376463,21.86880054473877,21.011200523376463,21.86880054473877
2009-01-21,0,21.2121004486084,22.077900466918944,21.2121004486084,22.077900466918944
2009-01-22,0,21.128799476623534,21.99119945526123,21.128799476623534,21.99119945526123
2009-01-23,0,20.67800037384033,21.522000389099123,20.67800037384033,21.522000389099123
2009-01-26,0,21.08469940185547,21.945299377441412,21.08469940185547,21.945299377441412
2009-01-27,0,21.231700897216797,22.09830093383789,21.231700897216797,22.09830093383789
2009-01-28,1,21.491400299072264,22.368600311279298,21.491400299072264,22.368600311279298
2009-01-29,1,21.33949962615967,22.210499610900882,21.33949962615967,22.210499610900882
2009-01-30,1,20.932800598144528,21.78720062255859,20.932800598144528,21.78720062255859
2009-02-02,0,20.69760082244873,21.542400856018066,20.69760082244873,21.542400856018066
2009-02-03,1,21.226799850463866,22.093199844360353,21.226799850463866,22.093199844360353
2009-02-04,0,20.776000747680662,21.624000778198244,20.776000747680662,21.624000778198244
2009-02-05,0,20.918099327087397,21.77189929962158,20.918099327087397,21.77189929962158
2009-02-06,1,21.33949962615967,22.210499610900882,21.33949962615967,22.210499610900882
2009-02-09,0,20.731900672912598,21.578100700378418,20.731900672912598,21.578100700378418
2009-02-10,0,19.928299102783203,20.74169906616211,19.928299102783203,20.74169906616211
2009-02-11,0,20.222300224304202,21.047700233459476,20.222300224304202,21.047700233459476
2009-02-12,1,21.751099700927735,22.638899688720702,21.751099700927735,22.638899688720702
2009-02-13,1,21.486499252319337,22.363499221801757,21.486499252319337,22.363499221801757
2009-02-17,1,20.873999252319337,21.725999221801757,20.873999252319337,21.725999221801757
2009-02-18,1,20.91320014953613,21.76680015563965,20.91320014953613,21.76680015563965
2009-02-19,1,21.21699962615967,22.082999610900885,21.21699962615967,22.082999610900885
2009-02-20,1,20.991600074768066,21.848400077819825,20.991600074768066,21.848400077819825
2009-02-23,1,20.624100074768066,21.465900077819825,20.624100074768066,21.465900077819825
2009-02-24,1,21.099400672912598,21.960600700378418,21.099400672912598,21.960600700378418
2009-02-25,1,20.761299476623535,21.60869945526123,20.761299476623535,21.60869945526123
2009-02-26,0,20.124299850463867,20.94569984436035,20.124299850463867,20.94569984436035
2009-02-27,0,20.016499252319335,20.83349922180176,20.016499252319335,20.83349922180176
2009-03-02,0,19.448099327087398,20.24189929962158,19.448099327087398,20.24189929962158
2009-03-03,0,19.026700897216795,19.803300933837892,19.026700897216795,19.803300933837892
2009-03-04,0,19.4676997756958,20.26229976654053,19.4676997756958,20.26229976654053
2009-03-05,0,18.546499252319336,19.303499221801758,18.546499252319336,19.303499221801758
2009-03-06,0,19.158999252319337,19.940999221801757,19.158999252319337,19.940999221801757
2009-03-09,0,18.9875,19.7625,18.9875,19.7625
2009-03-10,0,19.18839992523193,19.97159992218017,19.18839992523193,19.97159992218017
2009-03-11,0,19.389299850463868,20.18069984436035,19.389299850463868,20.18069984436035
2009-03-12,0,20.011600074768065,20.828400077819825,20.011600074768065,20.828400077819825
2009-03-13,1,20.19780059814453,21.02220062255859,20.19780059814453,21.02220062255859
2009-03-16,1,20.222300224304202,21.047700233459476,20.222300224304202,21.047700233459476
2009-03-17,1,20.31050037384033,21.139500389099123,20.31050037384033,21.139500389099123
2009-03-18,1,20.408500747680662,21.241500778198244,20.408500747680662,21.241500778198244
2009-03-19,1,20.668200149536133,21.511800155639648,20.668200149536133,21.511800155639648
2009-03-20,1,20.893599700927734,21.746399688720704,20.893599700927734,21.746399688720704
2009-03-23,1,21.628599700927733,22.511399688720704,21.628599700927733,22.511399688720704
2009-03-24,1,21.569800224304203,22.450200233459476,21.569800224304203,22.450200233459476
2009-03-25,1,21.9275,22.8225,21.9275,22.8225
2009-03-26,1,21.976499252319336,22.873499221801758,21.976499252319336,22.873499221801758
2009-03-27,1,22.098999252319334,23.00099922180176,22.098999252319334,23.00099922180176
2009-03-30,1,21.520799102783204,22.399199066162108,21.520799102783204,22.399199066162108
2009-03-31,1,21.535500373840332,22.41450038909912,21.535500373840332,22.41450038909912
2009-04-01,1,21.981400299072266,22.878600311279296,21.981400299072266,22.878600311279296
2009-04-02,1,22.216600074768067,23.123400077819824,22.216600074768067,23.123400077819824
2009-04-03,1,22.035300598144527,22.93470062255859,22.035300598144527,22.93470062255859
2009-04-06,1,22.04510082244873,22.944900856018066,22.04510082244873,22.944900856018066
2009-04-07,1,21.863799476623534,22.756199455261232,21.863799476623534,22.756199455261232
2009-04-08,1,22.04510082244873,22.944900856018066,22.04510082244873,22.944900856018066
2009-04-09,1,22.04510082244873,22.944900856018066,22.04510082244873,22.944900856018066
2009-04-13,1,21.9176997756958,22.812299766540526,21.9176997756958,22.812299766540526
2009-04-14,0,21.6628995513916,22.547099533081056,21.6628995513916,22.547099533081056
2009-04-15,0,22.06469940185547,22.96529937744141,22.06469940185547,22.96529937744141
2009-04-16,0,22.098999252319334,23.00099922180176,22.098999252319334,23.00099922180176
2009-04-17,0,22.0598002243042,22.960200233459478,22.0598002243042,22.960200233459478
2009-04-20,0,21.721700897216795,22.608300933837892,21.721700897216795,22.608300933837892
2009-04-21,0,21.114100074768064,21.975900077819826,21.114100074768064,21.975900077819826
2009-04-22,0,21.035700149536133,21.894300155639648,21.035700149536133,21.894300155639648
2009-04-23,0,21.030799102783202,21.88919906616211,21.030799102783202,21.88919906616211
2009-04-24,0,20.9671004486084,21.822900466918945,20.9671004486084,21.822900466918945
2009-04-27,0,20.69760082244873,21.542400856018066,20.69760082244873,21.542400856018066
2009-04-28,0,20.71719940185547,21.56279937744141,20.71719940185547,21.56279937744141
2009-04-29,0,20.9278995513916,21.782099533081055,20.9278995513916,21.782099533081055
2009-04-30,0,21.09449962615967,21.955499610900883,21.09449962615967,21.955499610900883
2009-05-01,0,20.810300598144526,21.659700622558592,20.810300598144526,21.659700622558592
2009-05-04,0,21.1532991027832,22.01669906616211,21.1532991027832,22.01669906616211
2009-05-05,0,21.138599700927735,22.001399688720703,21.138599700927735,22.001399688720703
2009-05-06,0,21.0405993270874,21.899399299621578,21.0405993270874,21.899399299621578
2009-05-07,0,20.971999626159672,21.827999610900882,20.971999626159672,21.827999610900882
2009-05-08,0,21.030799102783202,21.88919906616211,21.030799102783202,21.88919906616211
2009-05-11,0,20.947499999999998,21.802500000000002,20.947499999999998,21.802500000000002
2009-05-12,1,21.756000747680662,22.644000778198244,21.756000747680662,22.644000778198244
2009-05-13,1,21.378700523376466,22.25130054473877,21.378700523376466,22.25130054473877
2009-05-14,1,22.001000747680663,22.899000778198243,22.001000747680663,22.899000778198243
2009-05-15,1,22.0303995513916,22.929599533081056,22.0303995513916,22.929599533081056
2009-05-18,1,22.574299850463866,23.495699844360352,22.574299850463866,23.495699844360352
2009-05-19,1,22.853599700927735,23.786399688720703,22.853599700927735,23.786399688720703
2009-05-20,1,23.03,23.97,23.03,23.97
2009-05-21,1,22.87320014953613,23.80680015563965,22.87320014953613,23.80680015563965
2009-05-22,1,23.17699962615967,24.122999610900884,23.17699962615967,24.122999610900884
2009-05-26,1,23.132899551391603,24.077099533081054,23.132899551391603,24.077099533081054
2009-05-27,1,22.848700523376465,23.78130054473877,22.848700523376465,23.78130054473877
2009-05-28,1,22.981000747680664,23.919000778198242,22.981000747680664,23.919000778198242
2009-05-29,1,24.08839992523193,25.071599922180173,24.08839992523193,25.071599922180173
2009-06-01,1,24.019800224304202,25.000200233459477,24.019800224304202,25.000200233459477
2009-06-02,1,24.33339992523193,25.326599922180172,24.33339992523193,25.326599922180172
2009-06-03,1,24.054100074768066,25.035900077819825,24.054100074768066,25.035900077819825
2009-06-04,1,24.382399177551267,25.377599143981936,24.382399177551267,25.377599143981936
2009-06-05,1,24.225599327087398,25.21439929962158,24.225599327087398,25.21439929962158
2009-06-08,1,24.196200523376465,25.18380054473877,24.196200523376465,25.18380054473877
2009-06-09,1,24.054100074768066,25.035900077819825,24.054100074768066,25.035900077819825
2009-06-10,1,23.72089992523193,24.689099922180173,23.72089992523193,24.689099922180173
2009-06-11,0,23.804200897216795,24.775800933837893,23.804200897216795,24.775800933837893
2009-06-12,0,23.956099700927734,24.933899688720704,23.956099700927734,24.933899688720704
2009-06-15,0,23.573900299072264,24.5361003112793,23.573900299072264,24.5361003112793
2009-06-16,0,23.436700897216795,24.393300933837892,23.436700897216795,24.393300933837892
2009-06-17,0,23.485700149536132,24.44430015563965,23.485700149536132,24.44430015563965
2009-06-18,0,24.27949962615967,25.270499610900885,24.27949962615967,25.270499610900885
2009-06-19,0,23.916900672912597,24.89310070037842,23.916900672912597,24.89310070037842
2009-06-22,0,23.51510082244873,24.474900856018067,23.51510082244873,24.474900856018067
2009-06-23,0,23.42199962615967,24.377999610900883,23.42199962615967,24.377999610900883
2009-06-24,0,23.275,24.225,23.275,24.225
2009-06-25,0,23.446499252319335,24.40349922180176,23.446499252319335,24.40349922180176
2009-06-26,0,23.583700523376464,24.54630054473877,23.583700523376464,24.54630054473877
2009-06-29,0,23.6621004486084,24.627900466918945,23.6621004486084,24.627900466918945
2009-06-30,0,23.51510082244873,24.474900856018067,23.51510082244873,24.474900856018067
2009-07-01,0,24.098200149536133,25.081800155639648,24.098200149536133,25.081800155639648
2009-07-02,0,23.951200523376464,24.92880054473877,23.951200523376464,24.92880054473877
2009-07-06,0,24.009999999999998,24.990000000000002,24.009999999999998,24.990000000000002
2009-07-07,0,23.833599700927735,24.806399688720703,23.833599700927735,24.806399688720703
2009-07-08,0,23.76989917755127,24.740099143981933,23.76989917755127,24.740099143981933
2009-07-09,0,23.867899551391602,24.842099533081054,23.867899551391602,24.842099533081054
2009-07-10,0,23.671900672912596,24.63810070037842,23.671900672912596,24.63810070037842
2009-07-13,0,24.034499626159672,25.015499610900882,24.034499626159672,25.015499610900882
2009-07-14,0,24.152100448608397,25.137900466918946,24.152100448608397,25.137900466918946
2009-07-15,1,24.75969940185547,25.77029937744141,24.75969940185547,25.77029937744141
2009-07-16,1,24.887100448608397,25.902900466918947,24.887100448608397,25.902900466918947
2009-07-17,1,24.656799850463866,25.663199844360353,24.656799850463866,25.663199844360353
2009-07-20,1,25.004699401855472,26.02529937744141,25.004699401855472,26.02529937744141
2009-07-21,1,24.671499252319336,25.678499221801758,24.671499252319336,25.678499221801758
2009-07-22,1,24.073700523376463,25.05630054473877,24.073700523376463,25.05630054473877
2009-07-23,0,24.098200149536133,25.081800155639648,24.098200149536133,25.081800155639648
2009-07-24,0,24.186400299072265,25.173600311279298,24.186400299072265,25.173600311279298
2009-07-27,0,24.264800224304203,25.255200233459476,24.264800224304203,25.255200233459476
2009-07-28,0,24.201099700927735,25.188899688720703,24.201099700927735,25.188899688720703
2009-07-29,0,24.14719940185547,25.132799377441412,24.14719940185547,25.132799377441412
2009-07-30,0,24.338299102783203,25.33169906616211,24.338299102783203,25.33169906616211
2009-07-31,0,24.421600074768065,25.418400077819825,24.421600074768065,25.418400077819825
2009-08-03,0,24.303999252319336,25.295999221801758,24.303999252319336,25.295999221801758
2009-08-04,0,24.255,25.245,24.255,25.245
2009-08-05,0,24.093299102783202,25.07669906616211,24.093299102783202,25.07669906616211
2009-08-06,0,24.201099700927735,25.188899688720703,24.201099700927735,25.188899688720703
2009-08-07,0,24.176600074768064,25.163400077819826,24.176600074768064,25.163400077819826
2009-08-10,0,24.225599327087398,25.21439929962158,24.225599327087398,25.21439929962158
2009-08-11,0,24.0296004486084,25.010400466918945,24.0296004486084,25.010400466918945
2009-08-12,0,23.7453995513916,24.714599533081056,23.7453995513916,24.714599533081056
2009-08-13,0,23.578799476623534,24.541199455261232,23.578799476623534,24.541199455261232
2009-08-14,0,23.750300598144527,24.71970062255859,23.750300598144527,24.71970062255859
2009-08-17,0,23.863000373840332,24.83700038909912,23.863000373840332,24.83700038909912
2009-08-18,0,23.818900299072265,24.791100311279298,23.818900299072265,24.791100311279298
2009-08-19,0,24.186400299072265,25.173600311279298,24.186400299072265,25.173600311279298
2009-08-20,0,24.2157991027832,25.20419906616211,24.2157991027832,25.20419906616211
2009-08-21,1,24.45589992523193,25.454099922180173,24.45589992523193,25.454099922180173
2009-08-24,1,24.039400672912596,25.02060070037842,24.039400672912596,25.02060070037842
